tweet_id,source,text,expanded_urls,rating_final,name,dog_stages,favorite_count,created_at,jpg_url,img_num,p1_conf,p2_conf,p3_conf,p1_dog,p2_dog,p3_dog,breed_name
889278841981685760,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,1.3,Oliver,None,24266,2017-07-24 00:19:32+00:00,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1.0,0.58233,0.166192,0.0896883,True,True,True,lhasa
888917238123831296,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,1.2,Jim,None,27996,2017-07-23 00:22:39+00:00,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1.0,0.298617,0.149842,0.133649,True,True,True,english setter
888202515573088257,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",1.3,Canela,None,20918,2017-07-20 16:49:33+00:00,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1.0,0.176053,0.111884,0.111152,True,True,True,italian greyhound
888078434458587136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",1.2,Gerald,None,29032,2017-07-19 16:06:48+00:00,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1.0,0.8575309999999999,0.0630638,0.0255806,True,True,True,maltese dog
887473957103951883,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",1.3,Canela,None,32386,2017-07-18 16:08:03+00:00,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1.0,0.8587440000000001,0.0547868,0.0142409,True,True,True,golden retriever
887343217045368832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,1.3,Unknown Name,None,29394,2017-07-18 00:07:08+00:00,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1.0,0.33687399999999995,0.147655,0.0934124,True,True,True,malamute
886983233522544640,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",1.3,Maya,None,11561,2017-07-16 23:58:41+00:00,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1.0,0.326467,0.25955100000000003,0.206803,True,True,True,soft-coated wheaten terrier
886736880519319552,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",1.3,Mingus,None,21562,2017-07-16 20:14:00+00:00,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1.0,0.978108,0.00939697,0.00457681,True,True,True,chihuahua
886680336477933568,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,1.3,Derek,None,20345,2017-07-15 23:25:31+00:00,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1.0,0.529139,0.24422,0.17381,True,True,True,black-and-tan coonhound
886258384151887873,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,1.3,Waffles,None,0,2017-07-15 02:45:48+00:00,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1.0,0.906777,0.0903464,0.00111687,True,True,True,blenheim spaniel
886054160059072513,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,"https://twitter.com/dog_rates/status/886053434075471873,https://twitter.com/dog_rates/status/886053434075471873",1.2,Unknown Name,None,31361,2017-07-14 22:10:11+00:00,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1.0,0.371361,0.249394,0.241878,True,True,True,pembroke
885518971528720385,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,https://twitter.com/4bonds2carbon/status/885517367337512960,1.4,Unknown Name,None,0,2017-07-13 01:35:06+00:00,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1.0,0.6718529999999999,0.12468,0.044094199999999986,True,True,True,chihuahua
885311592912609280,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",1.3,Lilly,None,21057,2017-07-12 16:03:00+00:00,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1.0,0.32208400000000004,0.287955,0.166331,True,True,True,curly-coated retriever
885167619883638784,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",1.3,Unknown Name,None,74378,2017-07-12 00:01:00+00:00,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1.0,0.278954,0.237612,0.171106,True,True,True,dalmatian
884925521741709313,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,1.2,Earl,None,26833,2017-07-11 20:47:12+00:00,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1.0,0.0443334,0.0432093,0.0389056,True,True,True,ibizan hound
884876753390489601,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",1.3,Lola,None,23364,2017-07-11 00:00:02+00:00,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1.0,0.447803,0.170497,0.139206,True,True,True,border collie
884562892145688576,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,1.3,Kevin,None,26005,2017-07-10 15:58:53+00:00,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1.0,0.975401,0.00868727,0.00539404,True,True,True,german shepherd
884441805382717440,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,1.4,Unknown Name,None,70068,2017-07-10 03:08:17+00:00,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1.0,0.887707,0.029307,0.0207563,True,True,True,labrador retriever
884247878851493888,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,https://twitter.com/kaijohnson_19/status/883965650754039809,1.3,Unknown Name,None,19590,2017-07-09 21:29:42+00:00,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1.0,0.546933,0.165255,0.0959589,True,True,True,miniature poodle
883838122936631299,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,1.2,Noah,None,44150,2017-07-08 00:28:19+00:00,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1.0,0.618316,0.151363,0.08598910000000001,True,True,True,italian greyhound
883117836046086144,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",1.3,Unknown Name,None,22992,2017-07-06 15:58:11+00:00,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1.0,0.496953,0.28527600000000003,0.07376369999999999,True,True,True,miniature schnauzer
881268444196462592,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,1.2,Elliot,None,16386,2017-06-30 23:47:07+00:00,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1.0,0.483682,0.0924939,0.057495400000000016,True,True,True,chihuahua
880935762899988482,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,1.3,Louis,None,20470,2017-06-30 19:35:32+00:00,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1.0,0.959514,0.00537015,0.00264133,True,True,True,chihuahua
880872448815771648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,1.2,Unknown Name,None,27430,2017-06-29 16:39:47+00:00,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1.0,0.741563,0.0578659,0.0391251,True,True,True,pembroke
880465832366813184,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",1.2,Bella,None,25973,2017-06-29 00:27:25+00:00,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1.0,0.747713,0.243629,0.00180397,True,True,True,west highland white terrier
880221127280381952,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",1.2,Jesse,None,26584,2017-06-28 16:09:20+00:00,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1.0,0.535411,0.08754400000000001,0.06205,True,True,True,toy poodle
880095782870896641,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,1.1,Unknown Name,None,21506,2017-06-28 00:42:13+00:00,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1.0,0.471351,0.0919921,0.08738539999999999,True,True,True,golden retriever
879862464715927552,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",1.3,Romeo,None,301,2017-06-27 12:14:36+00:00,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1.0,0.140173,0.13409400000000002,0.08189980000000001,True,True,True,miniature pinscher
879492040517615616,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,1.2,Bailey,None,101891,2017-06-26 19:07:24+00:00,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1.0,0.266437,0.243223,0.0728063,True,True,True,toy poodle
879415818425184262,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,1.3,Duddles,None,16187,2017-06-26 16:31:08+00:00,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1.0,0.318981,0.215218,0.106014,True,True,True,soft-coated wheaten terrier
879376492567855104,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,1.2,Jack,None,0,2017-06-26 00:13:58+00:00,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1.0,0.25924899999999995,0.176293,0.112369,True,True,True,vizsla
879130579576475649,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",1.4,Emmy,None,21690,2017-06-25 18:56:45+00:00,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1.0,0.949892,0.0105638,0.00582141,True,True,True,golden retriever
879008229531029506,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,1.3,Beau,None,18664,2017-06-25 00:45:22+00:00,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1.0,0.28364,0.148112,0.0955848,True,True,True,rottweiler
878776093423087618,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",1.3,Snoopy,puppo,29065,2017-06-24 13:24:20+00:00,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1.0,0.694904,0.232006,0.0506351,True,True,True,siberian husky
878604707211726852,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,https://twitter.com/bbcworld/status/878599868507402241,1.3,Unknown Name,None,0,2017-06-24 00:09:53+00:00,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1.0,0.462556,0.454937,0.0241933,True,True,True,golden retriever
878316110768087041,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,https://twitter.com/dog_rates/status/669000397445533696/photo/1,1.1,Terrance,None,7437,2017-06-23 16:00:04+00:00,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1.0,0.557009,0.271963,0.0734729,True,True,True,papillon
878281511006478336,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",1.3,Shadow,None,40515,2017-06-23 01:10:23+00:00,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1.0,0.381377,0.127998,0.0693568,True,True,True,saint bernard
878057613040115712,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",1.4,Emmy,None,76684,2017-06-22 03:54:17+00:00,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1.0,0.999091,0.000450355,0.00015714,True,True,True,rottweiler
877556246731214848,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,1.2,Penny,None,26381,2017-06-21 00:06:44+00:00,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1.0,0.8256700000000001,0.0566394,0.0540184,True,True,True,labrador retriever
877316821321428993,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",1.3,Dante,None,26128,2017-06-20 16:29:50+00:00,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1.0,0.676376,0.054933400000000014,0.0405755,True,True,True,tibetan terrier
877201837425926144,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",1.2,Nelly,None,19962,2017-06-19 16:24:33+00:00,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1.0,0.304175,0.223427,0.07331649999999999,True,True,True,toy poodle
876484053909872640,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,1.3,Benedict,None,26927,2017-06-17 16:52:05+00:00,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1.0,0.996709,0.00168821,0.0007116669999999999,True,True,True,labrador retriever
876120275196170240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://twitter.com/dog_rates/status/876120275196170240/photo/1,1.3,Venti,None,24262,2017-06-16 16:11:53+00:00,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1.0,0.636169,0.119256,0.08254919999999999,True,True,True,beagle
